TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,CLEAN_ORDER_DATE,MONTH_NAME,DAY_NAME,TIME_BUCKET,PIZZA_CATEGORY,PIZZA_NAME,PIZZA_SIZE
16.00,1.00,1,2015-08-06,Aug,Thu,Afternoon,Veggie,The Vegetables + Vegetables Pizza,M
16.75,1.00,1,2015-08-06,Aug,Thu,Afternoon,Veggie,The Italian Vegetables Pizza,M
16.00,1.00,1,2015-08-06,Aug,Thu,Afternoon,Veggie,The Mexicana Pizza,M
12.00,1.00,1,2015-08-06,Aug,Thu,Evening,Classic,The Big Meat Pizza,S
16.50,1.00,1,2015-08-06,Aug,Thu,Evening,Supreme,The Spicy Italian Pizza,M
12.50,1.00,1,2015-08-06,Aug,Thu,Evening,Supreme,The Prosciutto and Arugula Pizza,S
12.50,1.00,1,2015-08-06,Aug,Thu,Evening,Veggie,The Spinach Pesto Pizza,S
16.75,1.00,1,2015-08-06,Aug,Thu,Evening,Chicken,The Chicken Alfredo Pizza,M
16.75,1.00,1,2015-08-06,Aug,Thu,Evening,Chicken,The Thai Chicken Pizza,M
12.00,1.00,1,2015-08-06,Aug,Thu,Evening,Veggie,The Green Garden Pizza,S
20.75,1.00,1,2015-08-06,Aug,Thu,Evening,Chicken,The Barbecue Chicken Pizza,L
20.75,1.00,1,2015-08-06,Aug,Thu,Evening,Chicken,The Barbecue Chicken Pizza,L
9.75,1.00,1,2015-08-06,Aug,Thu,Evening,Classic,The Pepperoni Pizza,S
16.75,1.00,1,2015-08-06,Aug,Thu,Evening,Chicken,The California Chicken Pizza,M
16.75,1.00,1,2015-08-06,Aug,Thu,Late Night,Chicken,The Chicken Alfredo Pizza,M
12.00,1.00,1,2015-09-06,Sep,Sun,Afternoon,Veggie,The Mediterranean Pizza,S
18.50,1.00,1,2015-09-06,Sep,Sun,Afternoon,Veggie,The Five Cheese Pizza,L
17.95,1.00,1,2015-09-06,Sep,Sun,Afternoon,Veggie,The Four Cheese Pizza,L
10.50,1.00,1,2015-09-06,Sep,Sun,Afternoon,Classic,The Hawaiian Pizza,S
20.75,1.00,1,2015-09-06,Sep,Sun,Afternoon,Supreme,The Italian Supreme Pizza,L
12.00,1.00,1,2015-09-06,Sep,Sun,Afternoon,Veggie,The Mediterranean Pizza,S
20.25,1.00,1,2015-09-06,Sep,Sun,Afternoon,Veggie,The Vegetables + Vegetables Pizza,L
20.25,1.00,1,2015-09-06,Sep,Sun,Afternoon,Veggie,The Mexicana Pizza,L
12.00,1.00,1,2015-09-06,Sep,Sun,Evening,Classic,The Big Meat Pizza,S
16.50,1.00,1,2015-09-06,Sep,Sun,Evening,Classic,The Hawaiian Pizza,L
12.50,1.00,1,2015-09-06,Sep,Sun,Evening,Supreme,The Prosciutto and Arugula Pizza,S
18.50,1.00,1,2015-09-06,Sep,Sun,Evening,Veggie,The Five Cheese Pizza,L
20.75,1.00,1,2015-09-06,Sep,Sun,Evening,Chicken,The Thai Chicken Pizza,L
23.65,1.00,1,2015-09-06,Sep,Sun,Evening,Supreme,The Brie Carre Pizza,S
16.50,1.00,1,2015-09-06,Sep,Sun,Evening,Supreme,The Italian Supreme Pizza,M
20.75,1.00,1,2015-09-06,Sep,Sun,Evening,Chicken,The Thai Chicken Pizza,L
20.25,1.00,1,2015-09-06,Sep,Sun,Late Night,Veggie,The Spinach and Feta Pizza,L
16.75,1.00,1,2015-10-06,Oct,Tue,Morning,Veggie,The Italian Vegetables Pizza,M
16.00,1.00,1,2015-10-06,Oct,Tue,Afternoon,Classic,The Classic Deluxe Pizza,M
20.75,1.00,1,2015-10-06,Oct,Tue,Afternoon,Chicken,The Southwest Chicken Pizza,L
20.75,1.00,1,2015-10-06,Oct,Tue,Afternoon,Supreme,The Prosciutto and Arugula Pizza,L
20.50,1.00,1,2015-10-06,Oct,Tue,Evening,Classic,The Italian Capocollo Pizza,L
20.75,1.00,1,2015-10-06,Oct,Tue,Evening,Supreme,The Pepper Salami Pizza,L
16.25,1.00,1,2015-10-06,Oct,Tue,Evening,Supreme,The Calabrese Pizza,M
16.75,1.00,1,2015-10-06,Oct,Tue,Evening,Chicken,The Barbecue Chicken Pizza,M
17.95,1.00,1,2015-10-06,Oct,Tue,Evening,Veggie,The Four Cheese Pizza,L
16.00,1.00,1,2015-10-06,Oct,Tue,Evening,Classic,The Classic Deluxe Pizza,M
20.75,1.00,1,2015-10-06,Oct,Tue,Evening,Supreme,The Spicy Italian Pizza,L
33.50,2.00,1,2015-10-06,Oct,Tue,Evening,Chicken,The Barbecue Chicken Pizza,M
16.50,1.00,1,2015-11-06,Nov,Fri,Morning,Supreme,The Pepper Salami Pizza,M
16.75,1.00,1,2015-11-06,Nov,Fri,Morning,Chicken,The Chicken Alfredo Pizza,M
12.75,1.00,1,2015-11-06,Nov,Fri,Afternoon,Veggie,The Italian Vegetables Pizza,S
18.50,1.00,1,2015-11-06,Nov,Fri,Afternoon,Veggie,The Five Cheese Pizza,L
13.25,1.00,1,2015-11-06,Nov,Fri,Afternoon,Classic,The Hawaiian Pizza,M
10.50,1.00,1,2015-11-06,Nov,Fri,Afternoon,Classic,The Hawaiian Pizza,S
12.00,1.00,1,2015-11-06,Nov,Fri,Afternoon,Classic,The Napolitana Pizza,S
16.00,1.00,1,2015-11-06,Nov,Fri,Afternoon,Classic,The Napolitana Pizza,M
16.75,1.00,1,2015-11-06,Nov,Fri,Afternoon,Chicken,The Barbecue Chicken Pizza,M
16.50,1.00,1,2015-11-06,Nov,Fri,Afternoon,Supreme,The Italian Supreme Pizza,M
9.75,1.00,1,2015-11-06,Nov,Fri,Afternoon,Classic,The Pepperoni Pizza,S
17.95,1.00,1,2015-11-06,Nov,Fri,Afternoon,Veggie,The Four Cheese Pizza,L
20.75,1.00,1,2015-11-06,Nov,Fri,Evening,Veggie,The Spinach Pesto Pizza,L
16.50,1.00,1,2015-11-06,Nov,Fri,Evening,Classic,The Hawaiian Pizza,L
15.25,1.00,1,2015-11-06,Nov,Fri,Evening,Classic,The Pepperoni Pizza,L
10.50,1.00,1,2015-11-06,Nov,Fri,Late Night,Classic,The Hawaiian Pizza,S
12.25,1.00,1,2015-12-06,Dec,Sun,Afternoon,Supreme,The Calabrese Pizza,S
16.25,1.00,1,2015-12-06,Dec,Sun,Afternoon,Supreme,The Calabrese Pizza,M
20.75,1.00,1,2015-12-06,Dec,Sun,Afternoon,Chicken,The Thai Chicken Pizza,L
12.00,1.00,1,2015-12-06,Dec,Sun,Afternoon,Veggie,The Green Garden Pizza,S
32.00,2.00,1,2015-12-06,Dec,Sun,Afternoon,Veggie,The Mexicana Pizza,M
20.50,1.00,1,2015-12-06,Dec,Sun,Afternoon,Classic,The Napolitana Pizza,L
16.75,1.00,1,2015-12-06,Dec,Sun,Afternoon,Chicken,The Thai Chicken Pizza,M
20.75,1.00,1,2015-12-06,Dec,Sun,Afternoon,Chicken,The Thai Chicken Pizza,L
20.75,1.00,1,2015-12-06,Dec,Sun,Afternoon,Veggie,The Spinach Pesto Pizza,L
12.50,1.00,1,2015-12-06,Dec,Sun,Evening,Supreme,The Italian Supreme Pizza,S
23.65,1.00,1,2015-12-06,Dec,Sun,Evening,Supreme,The Brie Carre Pizza,S
12.75,1.00,1,2015-12-06,Dec,Sun,Evening,Chicken,The Barbecue Chicken Pizza,S
12.00,1.00,1,2015-12-06,Dec,Sun,Evening,Classic,The Napolitana Pizza,S
16.50,1.00,1,2015-12-06,Dec,Sun,Evening,Classic,The Hawaiian Pizza,L
18.50,1.00,1,2015-12-06,Dec,Sun,Evening,Veggie,The Five Cheese Pizza,L
16.00,1.00,1,2015-12-06,Dec,Sun,Evening,Veggie,The Mexicana Pizza,M
12.00,1.00,1,2015-12-06,Dec,Sun,Evening,Veggie,The Spinach and Feta Pizza,S
10.50,1.00,1,2015-06-13,Jun,Sat,Evening,Classic,The Hawaiian Pizza,S
20.25,1.00,1,2015-06-13,Jun,Sat,Evening,Veggie,The Mexicana Pizza,L
16.25,1.00,1,2015-06-13,Jun,Sat,Evening,Supreme,The Calabrese Pizza,M
18.50,1.00,1,2015-06-13,Jun,Sat,Evening,Veggie,The Five Cheese Pizza,L
12.00,1.00,1,2015-06-13,Jun,Sat,Evening,Classic,The Big Meat Pizza,S
12.50,1.00,1,2015-06-13,Jun,Sat,Evening,Supreme,The Spicy Italian Pizza,S
17.50,1.00,1,2015-06-13,Jun,Sat,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",L
16.75,1.00,1,2015-06-13,Jun,Sat,Evening,Chicken,The Thai Chicken Pizza,M
16.75,1.00,1,2015-06-13,Jun,Sat,Evening,Chicken,The Thai Chicken Pizza,M
13.25,1.00,1,2015-06-13,Jun,Sat,Evening,Classic,The Hawaiian Pizza,M
20.75,1.00,1,2015-06-13,Jun,Sat,Evening,Chicken,The Southwest Chicken Pizza,L
16.00,1.00,1,2015-06-13,Jun,Sat,Evening,Veggie,The Spinach and Feta Pizza,M
12.00,1.00,1,2015-06-13,Jun,Sat,Evening,Classic,The Classic Deluxe Pizza,S
20.25,1.00,1,2015-06-13,Jun,Sat,Late Night,Veggie,The Mexicana Pizza,L
12.00,1.00,1,2015-06-13,Jun,Sat,Late Night,Classic,The Classic Deluxe Pizza,S
16.00,1.00,1,2015-06-14,Jun,Sun,Afternoon,Classic,The Classic Deluxe Pizza,M
17.95,1.00,1,2015-06-14,Jun,Sun,Afternoon,Veggie,The Four Cheese Pizza,L
20.25,1.00,1,2015-06-14,Jun,Sun,Afternoon,Veggie,The Vegetables + Vegetables Pizza,L
16.75,1.00,1,2015-06-14,Jun,Sun,Afternoon,Chicken,The Barbecue Chicken Pizza,M
16.00,1.00,1,2015-06-14,Jun,Sun,Afternoon,Veggie,The Mexicana Pizza,M
25.00,2.00,1,2015-06-14,Jun,Sun,Afternoon,Supreme,The Spinach Supreme Pizza,S
17.95,1.00,1,2015-06-14,Jun,Sun,Afternoon,Veggie,The Four Cheese Pizza,L
16.00,1.00,1,2015-06-14,Jun,Sun,Afternoon,Veggie,The Spinach and Feta Pizza,M
25.50,1.00,1,2015-06-14,Jun,Sun,Evening,Classic,The Greek Pizza,XL
37.00,2.00,1,2015-06-14,Jun,Sun,Evening,Veggie,The Five Cheese Pizza,L
16.50,1.00,1,2015-06-14,Jun,Sun,Evening,Classic,The Hawaiian Pizza,L
16.00,1.00,1,2015-06-14,Jun,Sun,Evening,Classic,The Classic Deluxe Pizza,M
16.00,1.00,1,2015-06-14,Jun,Sun,Evening,Veggie,The Green Garden Pizza,M
12.50,1.00,1,2015-06-14,Jun,Sun,Evening,Supreme,The Spinach Supreme Pizza,S
16.50,1.00,1,2015-06-14,Jun,Sun,Evening,Classic,The Hawaiian Pizza,L
20.75,1.00,1,2015-06-14,Jun,Sun,Evening,Chicken,The Barbecue Chicken Pizza,L
14.75,1.00,1,2015-06-14,Jun,Sun,Evening,Veggie,The Four Cheese Pizza,M
20.75,1.00,1,2015-06-14,Jun,Sun,Evening,Chicken,The California Chicken Pizza,L
20.75,1.00,1,2015-06-14,Jun,Sun,Evening,Chicken,The California Chicken Pizza,L
12.50,1.00,1,2015-06-15,Jun,Mon,Afternoon,Classic,The Pepperoni Pizza,M
20.75,1.00,1,2015-06-15,Jun,Mon,Afternoon,Supreme,The Pepper Salami Pizza,L
20.75,1.00,1,2015-06-15,Jun,Mon,Afternoon,Veggie,The Spinach Pesto Pizza,L
20.25,1.00,1,2015-06-15,Jun,Mon,Afternoon,Veggie,The Mexicana Pizza,L
16.75,1.00,1,2015-06-15,Jun,Mon,Afternoon,Chicken,The Barbecue Chicken Pizza,M
20.25,1.00,1,2015-06-15,Jun,Mon,Evening,Veggie,The Mediterranean Pizza,L
12.00,1.00,1,2015-06-15,Jun,Mon,Evening,Veggie,The Spinach and Feta Pizza,S
12.00,1.00,1,2015-06-15,Jun,Mon,Evening,Classic,The Big Meat Pizza,S
12.00,1.00,1,2015-06-15,Jun,Mon,Evening,Classic,The Greek Pizza,S
20.75,1.00,1,2015-06-15,Jun,Mon,Evening,Supreme,The Soppressata Pizza,L
12.00,1.00,1,2015-06-15,Jun,Mon,Evening,Classic,The Big Meat Pizza,S
16.50,1.00,1,2015-06-15,Jun,Mon,Evening,Supreme,The Italian Supreme Pizza,M
17.50,1.00,1,2015-06-15,Jun,Mon,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",L
14.50,1.00,1,2015-06-15,Jun,Mon,Late Night,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",M
16.50,1.00,1,2015-06-15,Jun,Mon,Late Night,Supreme,The Pepper Salami Pizza,M
16.00,1.00,1,2015-06-16,Jun,Tue,Morning,Classic,The Napolitana Pizza,M
33.50,2.00,1,2015-06-16,Jun,Tue,Afternoon,Chicken,The California Chicken Pizza,M
18.50,1.00,1,2015-06-16,Jun,Tue,Afternoon,Veggie,The Five Cheese Pizza,L
16.00,1.00,1,2015-06-16,Jun,Tue,Afternoon,Veggie,The Spinach and Feta Pizza,M
20.25,1.00,1,2015-06-16,Jun,Tue,Evening,Veggie,The Vegetables + Vegetables Pizza,L
12.00,1.00,1,2015-06-16,Jun,Tue,Evening,Veggie,The Vegetables + Vegetables Pizza,S
20.25,1.00,1,2015-06-16,Jun,Tue,Evening,Veggie,The Spinach and Feta Pizza,L
16.50,1.00,1,2015-06-16,Jun,Tue,Evening,Supreme,The Pepper Salami Pizza,M
16.75,1.00,1,2015-06-16,Jun,Tue,Evening,Chicken,The Thai Chicken Pizza,M
16.50,1.00,1,2015-06-16,Jun,Tue,Evening,Supreme,The Spicy Italian Pizza,M
16.00,1.00,1,2015-06-16,Jun,Tue,Evening,Classic,The Napolitana Pizza,M
20.50,1.00,1,2015-06-17,Jun,Wed,Morning,Classic,The Italian Capocollo Pizza,L
16.50,1.00,1,2015-06-17,Jun,Wed,Morning,Classic,The Hawaiian Pizza,L
20.50,1.00,1,2015-06-17,Jun,Wed,Afternoon,Classic,The Italian Capocollo Pizza,L
20.75,1.00,1,2015-06-17,Jun,Wed,Afternoon,Chicken,The Barbecue Chicken Pizza,L
14.75,1.00,1,2015-06-17,Jun,Wed,Afternoon,Veggie,The Four Cheese Pizza,M
20.75,1.00,1,2015-06-17,Jun,Wed,Afternoon,Supreme,The Spinach Supreme Pizza,L
17.95,1.00,1,2015-06-17,Jun,Wed,Afternoon,Veggie,The Four Cheese Pizza,L
20.75,1.00,1,2015-06-17,Jun,Wed,Afternoon,Chicken,The Thai Chicken Pizza,L
16.50,1.00,1,2015-06-17,Jun,Wed,Afternoon,Supreme,The Italian Supreme Pizza,M
20.75,1.00,1,2015-06-17,Jun,Wed,Afternoon,Supreme,The Pepper Salami Pizza,L
16.75,1.00,1,2015-06-17,Jun,Wed,Evening,Chicken,The Thai Chicken Pizza,M
16.00,1.00,1,2015-06-17,Jun,Wed,Evening,Classic,The Napolitana Pizza,M
16.00,1.00,1,2015-06-17,Jun,Wed,Evening,Veggie,The Mediterranean Pizza,M
16.00,1.00,1,2015-06-17,Jun,Wed,Evening,Veggie,The Spinach and Feta Pizza,M
9.75,1.00,1,2015-06-17,Jun,Wed,Evening,Classic,The Pepperoni Pizza,S
24.00,2.00,1,2015-06-18,Jun,Thu,Morning,Classic,The Napolitana Pizza,S
12.00,1.00,1,2015-06-18,Jun,Thu,Morning,Classic,The Italian Capocollo Pizza,S
12.75,1.00,1,2015-06-18,Jun,Thu,Afternoon,Chicken,The Thai Chicken Pizza,S
12.75,1.00,1,2015-06-18,Jun,Thu,Afternoon,Chicken,The California Chicken Pizza,S
20.75,1.00,1,2015-06-18,Jun,Thu,Afternoon,Supreme,The Spicy Italian Pizza,L
12.00,1.00,1,2015-06-18,Jun,Thu,Afternoon,Classic,The Italian Capocollo Pizza,S
20.50,1.00,1,2015-06-18,Jun,Thu,Afternoon,Classic,The Napolitana Pizza,L
16.25,1.00,1,2015-06-18,Jun,Thu,Afternoon,Supreme,The Sicilian Pizza,M
16.25,1.00,1,2015-06-18,Jun,Thu,Afternoon,Supreme,The Sicilian Pizza,M
12.50,1.00,1,2015-06-18,Jun,Thu,Afternoon,Supreme,The Spicy Italian Pizza,S
12.00,1.00,1,2015-06-18,Jun,Thu,Evening,Classic,The Napolitana Pizza,S
16.75,1.00,1,2015-06-18,Jun,Thu,Evening,Chicken,The Thai Chicken Pizza,M
16.00,1.00,1,2015-06-18,Jun,Thu,Evening,Classic,The Greek Pizza,M
20.75,1.00,1,2015-06-18,Jun,Thu,Evening,Chicken,The Barbecue Chicken Pizza,L
12.00,1.00,1,2015-06-18,Jun,Thu,Evening,Classic,The Napolitana Pizza,S
20.25,1.00,1,2015-06-18,Jun,Thu,Evening,Supreme,The Sicilian Pizza,L
16.75,1.00,1,2015-06-18,Jun,Thu,Evening,Chicken,The Chicken Alfredo Pizza,M
25.50,1.00,1,2015-06-18,Jun,Thu,Evening,Classic,The Greek Pizza,XL
20.50,1.00,1,2015-06-19,Jun,Fri,Afternoon,Classic,The Italian Capocollo Pizza,L
16.75,1.00,1,2015-06-19,Jun,Fri,Afternoon,Chicken,The Southwest Chicken Pizza,M
16.50,1.00,1,2015-06-19,Jun,Fri,Afternoon,Supreme,The Italian Supreme Pizza,M
16.50,1.00,1,2015-06-19,Jun,Fri,Afternoon,Supreme,The Prosciutto and Arugula Pizza,M
16.50,1.00,1,2015-06-19,Jun,Fri,Afternoon,Supreme,The Italian Supreme Pizza,M
15.25,1.00,1,2015-06-19,Jun,Fri,Afternoon,Classic,The Pepperoni Pizza,L
12.75,1.00,1,2015-06-19,Jun,Fri,Afternoon,Chicken,The Thai Chicken Pizza,S
12.00,1.00,1,2015-06-19,Jun,Fri,Afternoon,Veggie,The Vegetables + Vegetables Pizza,S
16.00,1.00,1,2015-06-19,Jun,Fri,Afternoon,Classic,The Napolitana Pizza,M
15.25,1.00,1,2015-06-19,Jun,Fri,Afternoon,Classic,The Pepperoni Pizza,L
20.50,1.00,1,2015-06-19,Jun,Fri,Afternoon,Classic,The Classic Deluxe Pizza,L
12.50,1.00,1,2015-06-19,Jun,Fri,Afternoon,Supreme,The Pepper Salami Pizza,S
16.50,1.00,1,2015-06-19,Jun,Fri,Afternoon,Supreme,The Spicy Italian Pizza,M
20.75,1.00,1,2015-06-19,Jun,Fri,Evening,Veggie,The Spinach Pesto Pizza,L
16.75,1.00,1,2015-06-19,Jun,Fri,Evening,Chicken,The Chicken Alfredo Pizza,M
20.75,1.00,1,2015-06-19,Jun,Fri,Evening,Chicken,The Thai Chicken Pizza,L
16.50,1.00,1,2015-06-19,Jun,Fri,Evening,Classic,The Hawaiian Pizza,L
13.25,1.00,1,2015-06-19,Jun,Fri,Evening,Classic,The Hawaiian Pizza,M
12.50,1.00,1,2015-06-19,Jun,Fri,Evening,Veggie,The Spinach Pesto Pizza,S
20.25,1.00,1,2015-06-19,Jun,Fri,Evening,Supreme,The Sicilian Pizza,L
20.75,1.00,1,2015-06-19,Jun,Fri,Late Night,Chicken,The California Chicken Pizza,L
16.00,1.00,1,2015-06-20,Jun,Sat,Morning,Classic,The Classic Deluxe Pizza,M
12.50,1.00,1,2015-06-20,Jun,Sat,Morning,Supreme,The Pepper Salami Pizza,S
12.50,1.00,1,2015-06-20,Jun,Sat,Morning,Veggie,The Spinach Pesto Pizza,S
20.75,1.00,1,2015-06-20,Jun,Sat,Afternoon,Supreme,The Pepper Salami Pizza,L
18.50,1.00,1,2015-06-20,Jun,Sat,Afternoon,Veggie,The Five Cheese Pizza,L
16.50,1.00,1,2015-06-20,Jun,Sat,Afternoon,Supreme,The Italian Supreme Pizza,M
9.75,1.00,1,2015-06-20,Jun,Sat,Afternoon,Classic,The Pepperoni Pizza,S
18.50,1.00,1,2015-06-20,Jun,Sat,Evening,Veggie,The Five Cheese Pizza,L
25.50,1.00,1,2015-06-20,Jun,Sat,Evening,Classic,The Greek Pizza,XL
13.25,1.00,1,2015-06-20,Jun,Sat,Evening,Classic,The Hawaiian Pizza,M
20.50,1.00,1,2015-06-20,Jun,Sat,Evening,Classic,The Napolitana Pizza,L
16.50,1.00,1,2015-06-20,Jun,Sat,Evening,Supreme,The Pepper Salami Pizza,M
12.00,1.00,1,2015-06-20,Jun,Sat,Late Night,Classic,The Napolitana Pizza,S
20.75,1.00,1,2015-06-20,Jun,Sat,Late Night,Supreme,The Spicy Italian Pizza,L
20.75,1.00,1,2015-06-20,Jun,Sat,Late Night,Chicken,The Thai Chicken Pizza,L
12.50,1.00,1,2015-06-20,Jun,Sat,Late Night,Classic,The Pepperoni Pizza,M
12.75,1.00,1,2015-06-20,Jun,Sat,Late Night,Chicken,The Southwest Chicken Pizza,S
16.50,1.00,1,2015-06-21,Jun,Sun,Morning,Supreme,The Italian Supreme Pizza,M
16.00,1.00,1,2015-06-21,Jun,Sun,Morning,Classic,The Napolitana Pizza,M
12.00,1.00,1,2015-06-21,Jun,Sun,Afternoon,Classic,The Big Meat Pizza,S
20.25,1.00,1,2015-06-21,Jun,Sun,Afternoon,Supreme,The Sicilian Pizza,L
20.75,1.00,1,2015-06-21,Jun,Sun,Afternoon,Supreme,The Soppressata Pizza,L
12.75,1.00,1,2015-06-21,Jun,Sun,Afternoon,Veggie,The Italian Vegetables Pizza,S
16.00,1.00,1,2015-06-21,Jun,Sun,Afternoon,Veggie,The Spinach and Feta Pizza,M
11.00,1.00,1,2015-06-21,Jun,Sun,Afternoon,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
12.00,1.00,1,2015-06-21,Jun,Sun,Evening,Classic,The Napolitana Pizza,S
15.25,1.00,1,2015-06-21,Jun,Sun,Evening,Classic,The Pepperoni Pizza,L
11.00,1.00,1,2015-06-21,Jun,Sun,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
10.50,1.00,1,2015-06-22,Jun,Mon,Afternoon,Classic,The Hawaiian Pizza,S
20.25,1.00,1,2015-06-22,Jun,Mon,Afternoon,Veggie,The Mediterranean Pizza,L
17.50,1.00,1,2015-06-22,Jun,Mon,Afternoon,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",L
18.50,1.00,1,2015-06-22,Jun,Mon,Afternoon,Veggie,The Five Cheese Pizza,L
12.75,1.00,1,2015-06-22,Jun,Mon,Afternoon,Chicken,The California Chicken Pizza,S
16.00,1.00,1,2015-06-22,Jun,Mon,Afternoon,Veggie,The Spinach and Feta Pizza,M
12.00,1.00,1,2015-06-22,Jun,Mon,Afternoon,Veggie,The Vegetables + Vegetables Pizza,S
16.75,1.00,1,2015-06-22,Jun,Mon,Afternoon,Veggie,The Italian Vegetables Pizza,M
20.75,1.00,1,2015-06-22,Jun,Mon,Evening,Chicken,The Thai Chicken Pizza,L
14.75,1.00,1,2015-06-22,Jun,Mon,Evening,Veggie,The Four Cheese Pizza,M
16.75,1.00,1,2015-06-22,Jun,Mon,Evening,Chicken,The California Chicken Pizza,M
16.00,1.00,1,2015-06-22,Jun,Mon,Evening,Veggie,The Green Garden Pizza,M
16.00,1.00,1,2015-06-22,Jun,Mon,Evening,Classic,The Greek Pizza,M
16.75,1.00,1,2015-06-22,Jun,Mon,Late Night,Chicken,The California Chicken Pizza,M
16.00,1.00,1,2015-06-23,Jun,Tue,Morning,Classic,The Classic Deluxe Pizza,M
16.75,1.00,1,2015-06-23,Jun,Tue,Afternoon,Chicken,The Chicken Alfredo Pizza,M
16.75,1.00,1,2015-06-23,Jun,Tue,Afternoon,Chicken,The Chicken Alfredo Pizza,M
12.75,1.00,1,2015-06-23,Jun,Tue,Afternoon,Veggie,The Italian Vegetables Pizza,S
11.00,1.00,1,2015-06-23,Jun,Tue,Afternoon,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
12.00,1.00,1,2015-06-23,Jun,Tue,Afternoon,Classic,The Big Meat Pizza,S
12.00,1.00,1,2015-06-23,Jun,Tue,Afternoon,Veggie,The Green Garden Pizza,S
20.25,1.00,1,2015-06-23,Jun,Tue,Afternoon,Veggie,The Mexicana Pizza,L
20.75,1.00,1,2015-06-23,Jun,Tue,Evening,Chicken,The Thai Chicken Pizza,L
18.50,1.00,1,2015-06-24,Jun,Wed,Morning,Veggie,The Five Cheese Pizza,L
15.25,1.00,1,2015-06-24,Jun,Wed,Afternoon,Classic,The Pepperoni Pizza,L
16.50,1.00,1,2015-06-24,Jun,Wed,Afternoon,Supreme,The Spinach Supreme Pizza,M
16.00,1.00,1,2015-06-24,Jun,Wed,Afternoon,Veggie,The Vegetables + Vegetables Pizza,M
12.50,1.00,1,2015-06-24,Jun,Wed,Afternoon,Supreme,The Spicy Italian Pizza,S
20.75,1.00,1,2015-06-24,Jun,Wed,Afternoon,Supreme,The Prosciutto and Arugula Pizza,L
20.75,1.00,1,2015-06-24,Jun,Wed,Afternoon,Supreme,The Italian Supreme Pizza,L
20.75,1.00,1,2015-06-24,Jun,Wed,Afternoon,Chicken,The Barbecue Chicken Pizza,L
16.50,1.00,1,2015-06-24,Jun,Wed,Afternoon,Supreme,The Italian Supreme Pizza,M
16.75,1.00,1,2015-06-24,Jun,Wed,Afternoon,Chicken,The Thai Chicken Pizza,M
18.50,1.00,1,2015-06-24,Jun,Wed,Evening,Veggie,The Five Cheese Pizza,L
20.75,1.00,1,2015-06-24,Jun,Wed,Evening,Supreme,The Italian Supreme Pizza,L
14.75,1.00,1,2015-06-24,Jun,Wed,Evening,Veggie,The Four Cheese Pizza,M
16.00,1.00,1,2015-06-24,Jun,Wed,Evening,Veggie,The Spinach and Feta Pizza,M
20.75,1.00,1,2015-06-24,Jun,Wed,Evening,Chicken,The California Chicken Pizza,L
20.75,1.00,1,2015-06-24,Jun,Wed,Evening,Supreme,The Spicy Italian Pizza,L
10.50,1.00,1,2015-06-24,Jun,Wed,Evening,Classic,The Hawaiian Pizza,S
23.65,1.00,1,2015-06-24,Jun,Wed,Evening,Supreme,The Brie Carre Pizza,S
20.25,1.00,1,2015-06-24,Jun,Wed,Evening,Veggie,The Mexicana Pizza,L
11.00,1.00,1,2015-06-24,Jun,Wed,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
20.50,1.00,1,2015-06-24,Jun,Wed,Evening,Classic,The Classic Deluxe Pizza,L
12.00,1.00,1,2015-06-24,Jun,Wed,Evening,Classic,The Classic Deluxe Pizza,S
20.50,1.00,1,2015-06-25,Jun,Thu,Morning,Classic,The Italian Capocollo Pizza,L
33.00,2.00,1,2015-06-25,Jun,Thu,Afternoon,Classic,The Hawaiian Pizza,L
10.50,1.00,1,2015-06-25,Jun,Thu,Afternoon,Classic,The Hawaiian Pizza,S
20.75,1.00,1,2015-06-25,Jun,Thu,Afternoon,Supreme,The Spicy Italian Pizza,L
12.00,1.00,1,2015-06-25,Jun,Thu,Afternoon,Veggie,The Vegetables + Vegetables Pizza,S
16.00,1.00,1,2015-06-25,Jun,Thu,Afternoon,Classic,The Classic Deluxe Pizza,M
16.50,1.00,1,2015-06-25,Jun,Thu,Afternoon,Veggie,The Spinach Pesto Pizza,M
12.75,1.00,1,2015-06-25,Jun,Thu,Afternoon,Chicken,The California Chicken Pizza,S
20.50,1.00,1,2015-06-25,Jun,Thu,Afternoon,Classic,The Italian Capocollo Pizza,L
16.00,1.00,1,2015-06-25,Jun,Thu,Afternoon,Veggie,The Vegetables + Vegetables Pizza,M
16.75,1.00,1,2015-06-25,Jun,Thu,Evening,Chicken,The Chicken Alfredo Pizza,M
12.50,1.00,1,2015-06-25,Jun,Thu,Evening,Supreme,The Pepper Salami Pizza,S
16.00,1.00,1,2015-06-25,Jun,Thu,Evening,Classic,The Napolitana Pizza,M
17.95,1.00,1,2015-06-25,Jun,Thu,Evening,Veggie,The Four Cheese Pizza,L
